-2.309044693264188211e-10,4.558094155234194737e-13,-1.086512726831441036e-23,2.644378319243859727e-24
4.285396628579241779e-02,4.065228801576715317e-02,1.863515819342678043e-02,-4.205543294256454713e-23
-2.006151566546052716e-10,-5.134673680029368057e-12,-3.263233790615970641e-23,-2.891805386932266688e-24
1.862637015835436616e-01,1.840588524311693175e-01,1.620101646907205761e-01,-9.479736340369693388e-23
3.012637744059802336e-01,2.990587125944317304e-01,2.770082066984704272e-01,5.649452405687802742e-02
8.929401674982231918e-02,8.711229569175407694e-02,6.529475991916332267e-02,-3.943976119119392431e-23
4.258431922312215234e-01,4.236538615505605065e-01,4.017608091808081427e-01,1.823507663441041315e-01
3.042448633277037850e-01,3.020506354126372695e-01,2.801085019008768828e-01,6.088225833104889129e-02
4.420308255234662472e-11,2.795006510428384144e-13,1.088137024362915299e-23,4.421210891431550089e-26
-1.597715160547288840e-11,-1.628175164281007171e-12,2.719469655975042264e-24,-6.820454321748255128e-26
4.356141880508726508e-11,1.696152661534053700e-12,1.375723917398363634e-24,3.984873703428289308e-25
-9.218178645385926357e-11,-2.543739649267212917e-12,-1.090093288692891631e-23,-1.133408712246065394e-25
4.054848526616682269e-01,4.032881243321580489e-01,3.813214340613788056e-01,1.615780456118854902e-01
2.132745339789350603e-01,2.110826912340444950e-01,1.891641216537877923e-01,1.308337026273366717e-22
4.215505430193948189e-01,4.193552443451374345e-01,3.974026017017407431e-01,1.778788317525160645e-01
2.323622251787161586e-01,2.301665602198344485e-01,2.082097969805206950e-01,-7.985286253702340683e-24
1.805006303478525476e-01,1.783062159182087214e-01,1.563618794006026991e-01,5.167581736251381936e-23
3.041169519663869392e-01,3.019207947596636576e-01,2.799593610719325887e-01,6.030888293310485843e-02
2.507907863844619500e-01,2.485943963157024317e-01,2.266304124329661662e-01,6.995929793846004247e-03
4.678776124936397107e-02,4.459051150901471167e-02,2.261764455752704461e-02,-7.855555018106138453e-23
1.216240061637685194e-01,1.194270776159294944e-01,9.745751300746015311e-02,-2.418481478954478008e-23
1.225191023311095804e-11,-1.712375536300689004e-13,-6.832925031891709958e-25,-7.731773555083134891e-25
1.938980739892935956e-01,1.917019367023490017e-01,1.697403916254548728e-01,-1.592159845997093008e-22
-4.409104511473044408e-12,-3.900321019054078204e-13,6.783198272449686110e-25,9.209378251509751224e-25
2.394369191432091093e-01,2.372398198161977945e-01,2.152687249833558081e-01,-1.223609492213971483e-22
3.321998330040390468e-01,3.300031150699648252e-01,3.080362855325169957e-01,8.835125791630271674e-02
-6.195175730905711538e-12,-3.574701714004446941e-13,-1.088014587962932723e-23,2.704332750121266062e-24
